2015-04,,2,[u'EYKARdSpz2Z9fwuaoQbHmg'],,,0,,user,,,,3.0,,[],Jaimie,MtFxgLg9toaRVVXMKVnLCQ,0,,0,,,0
2015-04,,4,[],,,0,,user,,,,3.5,,[],April,_STWcad63i0eCAKur7Z7lw,0,,0,,,1
2015-07,,1,[],,,0,,user,,,,1.0,,[],Hoang,F8OCdUozn1jjyGCvFoXBbw,0,,0,,,0
2015-07,,1,[],,,0,,user,,,,5.0,,[],Maria,rPqA60ZM53hn6olUV05_qA,0,,0,,,0
2015-07,,19,[],,,0,,user,,,,3.29,,[],S.K.,96hNqTIDnBrD3QLapNjQ5A,0,,1,,,5
2015-07,,1,"[u'hFtlFksrcLaWHGPNa6SmeA', u'nuobb45l28qSmqnwnTWbPQ', u'XJCxO55t6NlkHbFobzJITA', u'4eC-WiHHtVdGTRpYhYWDFg', u'I0X2gXjpzeZvANj4H8caiA', u'RhipQ7_Hah8oQEFxoqK_Bg', u'YDXXQLVZkR7PnINQ6y0f-g', u'KIkwILw7J1LNqzK_-eFQBA', u'CsT3lQ-9a94UfoQs2RIGqQ', u'3pJiSs1CKU2t3oxwKurYcQ', u'MUdSNUSDNb4DBgqE_3t5yg', u'DlvTtuFy7bUsZpdVQHhByw']",,,0,,user,,,,4.0,,[],Hazel,di09w7kcZ49BwsYIejexsw,0,,0,,,0
2015-08,,2,[],,,0,,user,,,,2.5,,[],Cecy,auxsZPM4EdvPjkdNlLIc3Q,0,,0,,,2
2015-08,,1,[],,,0,,user,,,,5.0,,[],Edward,vJEQKsUh-AS6Q7hKNYZVsw,0,,0,,,0
2015-09,,8,[],,,0,,user,,,,4.25,,[],Scott,QtSkeV_4OkS3fUw8IVqkFA,0,,0,,,5
2015-09,,2,"[u'HKI21DkEyyqUJROvt-oZ9A', u'fZ7nohfngN9hyiTbTX-xDw', u'LhvTOEvMIwdvePGUvgLw7g', u'gZr4MjivgXlgEkkNRGY56A', u'GaBe4rQsP7fZbW_b6_talg', u'AHJ0QxyfU2QOnv33Jj3oag', u'Gocl-el5ML67HQ44ZUtc2A', u'H0lbk_YnjW2R2zgpk0y50g', u'Tmqo1XwQsiyHy5i9C677_g', u'mWm0bdo7DD62SnhoiPeCzw', u'ILQN8OIBdv-RRcvOPKBjDw']",,,0,,user,,,,5.0,,[],Natalia,9gvHocXUOibWNIZl1BPeuQ,0,,0,,,1
2015-09,,1,[],,,0,,user,,,,1.0,,[],Mary,hgzGlvQ7-KYp5Fjdt7xdNQ,0,,0,,,0
2015-09,,1,[],,,0,,user,,,,1.0,,[],Deanna,JRksoYGaSrboKs5pEIL1Tg,0,,0,,,0
2015-11,,1,"[u'p1HVKd0X5uCAXmAWthhxLg', u'bQ82tfAKyx3j5VzXSNjlHA']",,,0,,user,,,,1.0,,[],Haley,7lWqIAcXWWIIKVqlP5x1Uw,0,,0,,,0
2007-01,3,17,[],,,0,,user,,1,,3.56,,[],Jen,Z2PkVnlH--2Y-ZDLh9ilAw,10,,10,,,27
2007-01,,21,[u'Pvnmv9Shbr2bPLg4pfZM8Q'],,1,2,,user,1,3,,3.62,,[],Chuck,2L7u6rFzXVEqMUynJCa_iw,16,,14,,2,51
2007-01,,16,[],,,1,,user,,,,4.07,,[],Philip,7U3DklnPQUd4NEkrDO5etA,4,,1,,,13
2007-01,,25,[],,,1,,user,,,,4.39,,[],Edmund,Uj11MkYlWFrh3JgREG3Ehw,8,,7,,,21
