2013-06,,1,"[u'2_zzbfQJ5wPjLNeHP1NCGA', u'J5kWPjoN8zaF5d9JrW_82A', u'UphNlUHXr7nxOz8L33tV-Q', u'JmUDuuwuryKj8LVEdrqRLg', u'DdEGAGh9f8JEGAlVYFUKXg', u'DKi8rNg_jTZpVYs5BVVnRw', u'0ylWJOKRsZFsxEFJjn_3bw', u'iHPjlunSWTVqcSZVvSPyzA', u'IJ0zdfyaKYLNGBLp7QRfLA', u'YUejKo3ri7NtPFdsd1aDNg', u'LTUaD1IblDYqrc-hDPbMJA', u'rV3gWSp6jtvK-NSDHZO8vw']",,,0,,user,,,,5.0,,[],Hope,rk9WiDD8BqHpHJDFxTLp_w,9,,7,,,9
2013-07,,14,[],,,0,,user,,1,,4.57,,[],Lisa,HOdhcaO65JQ9A1S4zwlwmA,5,,5,,,8
2013-07,,2,"[u'TE-hjASewjyGvb2UglIFBw', u'yNxdgWJoCwg3cdO-N03nhQ']",,,0,,user,,,,2.5,,[],DeJuan,-hac2F33MC9twWtGyrsseQ,0,,2,,,1
2013-07,,19,[u'RGKsDTsV3aVvD8AaZfD6Hg'],1,,0,,user,,,,3.2,,[],Patrick,2inS1SMsLzhBTg8qm_fG-Q,13,,10,,,25
2013-08,,4,"[u'4bdykMCVZ04xY7TkRhUblA', u'FE_qUh1_i2avApjzi7PBmQ', u'LSplr-7uoaOruFUeQfhirQ']",,,0,,user,,,,3.5,,[],Sabrina,0u7792OCNqYO_v8YNTteaw,0,,3,,,1
2013-08,,6,"[u'4sFqFCp1hzYNbS61_1D44g', u'QN4xNZ1_AzEaqEYHYk8FBg', u'zHLKEITNj0nBxGDMQ_rvJA']",,,0,,user,,,,3.4,,[],Justin,mlaJZq6Lxbycu0_xyg2n8g,3,,1,,,15
2013-08,,2,[u'QFtpZpMAOYHx077OOYw1ew'],,,0,,user,,,,1.0,,[],Valeria,Wiu7nhLXHuoxLg5mFWqlIw,0,,1,,,2
2013-10,,1,[],,,0,,user,,,,5.0,,[],Barry,3jvvdt-eJe1A6nL4PEiGbQ,0,,1,,,3
2013-10,,1,[],,,0,,user,,,,5.0,,[],Eric,t4iRP2ywRc1y0rnVnXmZrg,0,,0,,,0
2013-12,,2,[],,,0,,user,,,,3.0,,[],Eric,OmWeaajeADNiO4KKb8uCrA,0,,0,,,2
2014-01,,2,[],,,0,,user,,,,3.0,,[],PastorAndre,qFMc3a3U8XNKwYe_9gxCgw,0,,0,,,3
2014-02,,1,[],,,0,,user,,,,1.0,,[],Peggy,chjrNiblTqz4nRa0DwsKkA,0,,0,,,1
2014-04,,4,"[u'nEKFWpbVEu0OzYWpnWRnJw', u'KdDaH2G9d4ggaQiagjYMKg', u'ghse3a7l8koj8nWYzTwKjQ', u'_AsCVdOY5xSkQVuEgeT_gA', u'slH1BoFkHNJXbmNu3yJB2A', u'JDVHUs3UBWcZiMPLBTzc3A', u'sLxyYIYCorS-pTtUU4VLuw', u'qKtgKztcIHZzet1yc-rszw', u'1L5hZ7F7AtgbcU6lJjZEDQ', u'wdkMPZ8Di2iDR7F-ryb9sg', u'xGk_OxAGgy4NyVJeyfiXeQ', u'CcTLSdPMTwTALolyLjaS3g', u'TXK-4-iX98cvnNZ7jWsL3A', u'1fLrn5_XuvQl43h3byJvBw', u'WYF6s60p7Ep1zQuHUVXPIw', u'X6YxJbK5h2Tt8nnsEaOKAw', u'EQXgqA7jGO81EoPImGFexQ', u'-bHqkS-ZYWtDIIgXLDYIKQ', u'R-UW99vxYWfmT_L4dIohMA', u'5ilFSz4mNW2KGWKRVTfQVQ', u'GPIV41wpKGS5XNvQeBtYjQ', u'bAA4OXxw5eJamNnX8Xo_5w', u'1xpwA0IVcF1LS5fb_FXYSA', u'bUeO45e-fLSRLtpL_KcNTQ', u'JG0jFmD81AM1Va_igfwEtw', u'gUyxBqNW_AUATzRR_33-KA']",,,0,1,user,1,1,,4.5,,[],John,CuC9kBLNGWro2JzW-OYRnQ,5,,5,,2,7
2014-04,,2,[],,,0,,user,,,,5.0,,[],Sophie,QB4MOe4UsNfWd48vkrpvvg,2,,0,,,3
2014-05,,2,[u'4Uwbubo02sSDNFhoC5eZ4A'],,,0,,user,,,,5.0,,[],Brandon,4mRW5fW9AMtWNsSnGaihUw,0,,0,,,1
2014-06,,2,[],,,0,,user,,,,3.5,,[],Barb,MH53XNuBdv3aBYyPbXvWJg,0,,0,,,0
2014-07,,2,[],,,0,,user,,,,5.0,,[],Joann,b4ZFeRnBR7kBxw4i4D1pFA,0,,0,,,1
2014-08,,6,[],,,0,,user,,,,2.83,,[],Dennis,iLG-9E7GYegU9_UKeh6uGQ,0,,0,,,5
2014-10,,1,[],,,0,,user,,,,1.0,,[],Ann,ERB12EdqIxwCWl8EDLaRmw,0,,0,,,0
2014-11,,15,"[u'KcRkCELB4dbGcfdmXlxzzQ', u'ssfUwZLotpRgeEmGtVePHA']",,,0,,user,,,,3.53,,[],Michael,3F3QQsVZEEVM--7k9HkUpA,5,,10,,,21
2014-12,,2,[],,,0,,user,,,,4.0,,[],Noemie,RekKxySb_YOnqmXMjB78iA,0,,0,,,0
2015-01,,2,[],,,0,,user,,,,1.0,,[],Maria,GkQxF6kVspm3lHNEQ1BU4w,0,,0,,,2
2015-01,,1,[],,,0,,user,,,,5.0,,[],Stephanie,PDN9FETqX-gCEBURwWZBUg,0,,0,,,0
2015-02,,1,[],,,0,,user,,,,5.0,,[],Sharon,hfMJR6ZL0KYUlNXRAMcRbg,0,,0,,,0
2015-02,,1,[],,,0,,user,,,,5.0,,[],Eduardo,jDaI6La9o6MygvNsJ-P4JQ,1,,0,,,2
2015-02,,3,[u'zHsa2Br-SMVPM8mDZCBwaA'],,,0,1,user,,,,3.67,,[],Dallas,xQLAm-ENstcWiH2I28YuMA,0,,0,,,1
