2014-07,,4,[],,,0,,user,,,,3.0,,[],Gabriel,XF64AQMwrXcrkIW8spMM9Q,0,,0,,,0
2014-07,,1,[],,,0,,user,,,,4.0,,[],Eric,4Pss9Eh6LJY-txfOQnzVrw,0,,0,,,1
2014-09,,1,[],,,0,,user,,,,5.0,,[],Tom,EM1cq-bJin4NOAVVpVytTw,2,,2,,,2
2014-10,,11,[],,,0,,user,,,,4.0,,[],Louis,zpolol43o7yW5guP4S4DBw,2,,1,,,2
2014-11,,2,"[u'oQQDVlzd63vjGO9KP7kXkQ', u'zxH4lOIDvie73LufWseRew', u'D3ZzmpFaW3kmD03KPSZdPw']",,,0,,user,,,,2.0,,[],Magdalene,BRj6IplJ677k3SdSdqodYQ,0,,1,,,0
2014-11,,2,[],,,0,,user,,,,3.5,,[],Nikki,w1u0zQigC8oBfBlzTzyLxQ,0,,0,,,2
2014-12,,13,[],,,0,,user,,,,4.17,,[],Ian,P8orJjvRkklYOk7bx-PKYA,0,,0,,,8
2014-12,,2,[],,,0,,user,,,,2.5,,[],Allison,cS5YDIVSuGjwt2sv-uUC2Q,0,,0,,,0
2015-01,,1,[],,,0,,user,,,,5.0,,[],Matt,_fhWKHooPh-ytYHJJq94Fg,0,,0,,,0
2015-01,,1,[],,,0,,user,,,,1.0,,[],Tanya,PXX6BSSt3h6ewNAWXDnccA,0,,0,,,0
2015-01,,1,"[u'0gFy1xuZi6wI4ZPsXwrNUw', u'OzffrcEgqcLQq-NiU-hZWg']",,,0,,user,,,,4.0,,[],Dina,n_U-5N_cIfCSAhIxyu_5Ug,0,,0,,,0
2015-02,,8,[],,,0,,user,,,,4.0,,[],Ryan,RHLq6-Phrc4P_z9xssimeg,0,,1,,,2
2015-02,,1,[],,,0,,user,,,,5.0,,[],Jun,P9fZLbowFIh9Z9M4uqfZxA,0,,0,,,0
2015-03,,1,[],,,0,,user,,,,1.0,,[],Ruby,h1pXdMa5SEwWBUu_ZHGT6A,0,,0,,,1
2015-04,,1,[],,,0,,user,,,,1.0,,[],Isa,QqKNFZBuXYRs2n8lzKnbhA,0,,0,,,0
2015-06,,2,[],,,0,,user,,,,2.5,,[],Ym,dooQdXAqUMGpqcsbtgAk5Q,0,,0,,,0
2015-07,,3,"[u'23Sh45BHPdeG6GAODWHuGg', u'GlaaNc2EdoGF3aqNyEWarQ']",,,0,,user,,,,5.0,,[],Sara,Z-a_QI-dvIoRP6njxTswrQ,1,,0,,,4
2015-09,,1,[],,,0,,user,,,,1.0,,[],Manny,hmeuVi8iXLc7QlTDiqWSTw,0,,0,,,0
2015-11,,2,[],,,1,,user,,,,1.5,,[],Ronald,NydAglmLLMW1Syvy3G-_lQ,0,,0,,,1
2015-12,,2,[],,,0,,user,,,,3.0,,[],Patrick,WMbuKO84pn9W3gAMXwiD1w,0,,0,,,0
2007-04,8,259,"[u'5pAk-cfZQy2CuhdZrqYCEg', u'JNTclgE7R2jlS3AChgakNQ', u'J0iMmTY-ZtiVW0l439U6EQ', u'jrECB8lnCyx-e9jECcD4BQ']",,10,6,5,user,2,1,,3.17,1,[],David,_boBQx1hhICx8y4GWnivLA,158,1,294,,2,926
2007-04,5,52,"[u'3wcm-ELchCYvpm2CAUWP2g', u'6oZRgteievbfP0-fUhHWQg']",,,2,,user,,,,3.54,,[],MC,wlUPJ3S1hgfyK0fOm0b4VA,33,,53,,1,128
2007-04,1,52,[],,,1,1,user,,2,,3.34,,[],Lara,RHncWzyRLTk06b5a2qtAoQ,10,,15,,,38
2009-02,1,37,"[u'AHay_rtU27G9UwJStdVYDA', u'TiADYdOtXxkjhl8nR8SfnQ', u'yaU-PG_jQzliri3VFS29dQ']",,,2,1,user,,,,4.13,,[],Lauren,nJ8ajeOLFtRPKtTfJBWGSw,4,,2,,1,38
2009-02,,21,[],,,0,,user,,,,3.36,,[],Mia,qlFUnIvb51myswgcEdD2PA,2,,4,,,31
2009-08,,1,[],,,0,,user,,,,2.0,,[],John,zwmlrdAfTMczztBvWxCkPQ,0,,0,,,0
2009-09,,3,"[u'4d4xIM4lBG8BDZrG9pAuiQ', u'GjDZy5RSuKIeprqQ7cDD-g', u'eBFXojgTo2SWLtzv7jJlxQ', u'BUOcE2ov2Gbp5n6thTUOMA', u'Wptd5AawmoAqsd9M5oMBFg']",,,0,,user,,,,3.67,,[],Vito,CdLftBll7-QXTYHtMYlINA,1,,1,,,3
2009-09,,2,[u'yXw4g-Y34fLbBwW-2kAlOw'],,,0,,user,,,,4.0,,[],Julian,WanjSxAyS2yDsxFPw6KhIw,0,,2,,1,0
2009-09,,6,[u'Yogyp1lW9RGW_ef2cWT8_w'],,,0,,user,,,,3.67,,[],Greg,gOA-MNKT1cy5DiQjPqbZFw,0,,0,,,0
